person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23.0,30000,RENT,6.0,DEBTCONSOLIDATION,4800,7.49,0,0.16,N,4
22.0,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,8500,5.42,0,0.22,N,2
21.0,60000,RENT,3.0,EDUCATION,10000,12.18,0,0.17,N,2
23.0,80500,RENT,5.0,VENTURE,7200,9.25,0,0.09,N,3
25.0,58650,MORTGAGE,4.0,MEDICAL,20000,14.09,1,0.29,Y,4
23.0,42000,OWN,7.0,EDUCATION,4400,11.89,0,0.1,N,4
22.0,23800,RENT,2.0,PERSONAL,8800,9.32,1,0.37,N,2
23.0,32400,RENT,4.0,MEDICAL,4500,7.49,0,0.14,N,3
24.0,60140,RENT,2.0,DEBTCONSOLIDATION,7000,8.59,0,0.12,N,4
21.0,36000,RENT,3.0,MEDICAL,18500,10.91,1,0.51,N,2
23.0,50000,RENT,4.0,VENTURE,18225,10.74,1,0.36,N,3
26.0,130000,RENT,0.0,HOMEIMPROVEMENT,4550,13.57,0,0.04,Y,4
21.0,35000,OWN,2.0,EDUCATION,11000,7.88,0,0.31,N,3
23.0,70000,MORTGAGE,4.0,PERSONAL,6000,13.16,0,0.09,Y,4
25.0,33772,RENT,3.0,VENTURE,3600,16.02,1,0.11,Y,3
21.0,65000,RENT,0.0,VENTURE,12000,11.71,0,0.18,N,3
25.0,55000,RENT,7.0,HOMEIMPROVEMENT,8500,14.22,0,0.15,Y,3
22.0,43600,MORTGAGE,4.0,DEBTCONSOLIDATION,10000,14.96,1,0.23,N,2
22.0,50004,MORTGAGE,0.0,EDUCATION,11000,15.68,0,0.22,Y,3
25.0,48000,MORTGAGE,9.0,EDUCATION,7000,12.09,0,0.15,Y,2
24.0,40000,RENT,6.0,EDUCATION,5000,6.17,0,0.13,N,2
25.0,23198,RENT,2.0,VENTURE,6000,8.0,0,0.26,N,2
23.0,84000,RENT,0.0,EDUCATION,12500,6.54,0,0.15,N,4
23.0,63000,MORTGAGE,7.0,EDUCATION,20000,7.9,0,0.32,N,3
22.0,57996,MORTGAGE,2.0,VENTURE,2500,12.53,0,0.04,N,4
20.0,188004,MORTGAGE,4.0,PERSONAL,2000,8.59,0,0.01,N,2
25.0,39000,MORTGAGE,9.0,DEBTCONSOLIDATION,3000,13.99,0,0.08,N,2
24.0,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,7750,11.12,0,0.09,N,4
26.0,125000,MORTGAGE,10.0,PERSONAL,10200,7.49,0,0.08,N,2
24.0,54000,MORTGAGE,5.0,PERSONAL,11000,5.42,0,0.2,N,2
23.0,55000,RENT,0.0,DEBTCONSOLIDATION,10200,12.73,0,0.19,N,2
24.0,141000,OWN,8.0,EDUCATION,10000,7.49,0,0.07,N,2
22.0,35100,RENT,0.0,EDUCATION,1000,13.98,0,0.03,Y,3
24.0,20400,RENT,3.0,DEBTCONSOLIDATION,7550,14.79,1,0.37,Y,3
22.0,37000,MORTGAGE,6.0,VENTURE,7500,10.95,0,0.2,N,3
25.0,67000,RENT,3.0,MEDICAL,7000,8.94,0,0.1,N,2
21.0,57000,OWN,5.0,VENTURE,8000,10.65,0,0.14,N,2
22.0,51000,RENT,6.0,EDUCATION,7500,5.99,0,0.15,N,3
23.0,140000,OWN,6.0,EDUCATION,16400,15.96,0,0.12,N,2
25.0,60000,MORTGAGE,5.0,VENTURE,3000,14.59,0,0.05,Y,4
25.0,69900,MORTGAGE,9.0,DEBTCONSOLIDATION,5050,5.42,0,0.07,N,3
25.0,48000,RENT,3.0,MEDICAL,9000,13.79,0,0.19,Y,2
25.0,70000,RENT,2.0,HOMEIMPROVEMENT,7000,13.79,0,0.1,Y,2
26.0,81000,RENT,10.0,VENTURE,21000,16.95,1,0.26,N,2
22.0,24000,RENT,0.0,PERSONAL,1500,18.79,1,0.06,Y,4
22.0,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,16000,6.03,0,0.18,N,3
25.0,42900,RENT,5.0,PERSONAL,12000,8.9,0,0.28,N,3
23.0,65000,MORTGAGE,4.0,EDUCATION,13600,15.62,0,0.21,N,3
24.0,62400,RENT,8.0,VENTURE,20000,11.12,1,0.32,N,2
23.0,45000,RENT,0.0,EDUCATION,1775,12.72,0,0.04,N,2
24.0,45000,MORTGAGE,2.0,HOMEIMPROVEMENT,9200,11.89,0,0.2,N,4
23.0,130208,MORTGAGE,7.0,DEBTCONSOLIDATION,20000,12.73,0,0.15,N,3
22.0,23587,RENT,4.0,HOMEIMPROVEMENT,2000,11.89,1,0.08,N,2
22.0,69500,MORTGAGE,6.0,MEDICAL,6000,13.48,0,0.09,N,3
24.0,42200,RENT,5.0,MEDICAL,4450,9.32,0,0.11,N,4
25.0,45000,RENT,2.0,PERSONAL,11100,13.11,0,0.25,N,2
24.0,42000,MORTGAGE,8.0,VENTURE,22250,11.11,0,0.53,N,2
21.0,12000,OWN,0.0,EDUCATION,4200,13.48,1,0.35,N,4
22.0,60000,MORTGAGE,1.0,PERSONAL,7500,11.66,0,0.13,N,4
26.0,80004,MORTGAGE,7.0,PERSONAL,7500,15.23,1,0.09,N,4
24.0,42000,MORTGAGE,5.0,PERSONAL,19200,7.9,0,0.46,N,4
24.0,105804,MORTGAGE,8.0,EDUCATION,15000,7.49,0,0.14,N,2
23.0,45000,RENT,2.0,PERSONAL,11200,10.59,0,0.25,N,4
24.0,52800,RENT,8.0,PERSONAL,9000,7.49,0,0.17,N,4
22.0,68000,MORTGAGE,6.0,EDUCATION,3500,6.39,0,0.05,N,4
26.0,58000,MORTGAGE,2.0,MEDICAL,3000,6.92,0,0.05,N,2
23.0,39600,MORTGAGE,8.0,MEDICAL,8250,9.32,0,0.21,N,3
22.0,40000,RENT,2.0,DEBTCONSOLIDATION,7000,11.99,0,0.17,N,3
24.0,72000,MORTGAGE,8.0,DEBTCONSOLIDATION,8000,7.88,0,0.11,N,3
24.0,72000,RENT,4.0,EDUCATION,15000,10.99,0,0.21,N,2
24.0,51000,MORTGAGE,4.0,EDUCATION,8500,8.94,0,0.17,N,4
26.0,136000,RENT,2.0,HOMEIMPROVEMENT,12000,14.72,0,0.09,Y,3
22.0,50000,RENT,6.0,EDUCATION,10000,7.88,0,0.2,N,4
23.0,60000,MORTGAGE,6.0,PERSONAL,7000,6.54,0,0.12,N,2
25.0,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,6000,6.76,0,0.12,N,2
25.0,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,7000,12.73,0,0.19,N,4
22.0,47800,MORTGAGE,5.0,PERSONAL,1500,13.43,0,0.03,Y,4
25.0,61959,RENT,9.0,EDUCATION,25000,12.73,1,0.4,Y,4
25.0,49000,RENT,2.0,EDUCATION,7750,9.63,0,0.16,N,2
24.0,64000,MORTGAGE,2.0,DEBTCONSOLIDATION,12000,17.56,1,0.19,Y,4
21.0,59000,MORTGAGE,5.0,EDUCATION,5000,9.99,1,0.08,N,3
21.0,24000,OWN,2.0,PERSONAL,7000,11.86,0,0.29,N,3
26.0,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,8000,12.17,1,0.13,N,2
26.0,90000,MORTGAGE,3.0,EDUCATION,3200,13.22,0,0.04,N,4
22.0,54000,RENT,6.0,VENTURE,12000,8.49,0,0.22,N,4
25.0,60000,RENT,0.0,DEBTCONSOLIDATION,7000,9.25,0,0.12,N,4
26.0,170000,MORTGAGE,0.0,VENTURE,20000,10.37,0,0.12,N,4
24.0,33600,MORTGAGE,3.0,PERSONAL,2500,8.9,0,0.07,N,3
26.0,110000,MORTGAGE,1.0,EDUCATION,5000,12.69,0,0.05,N,3
22.0,22800,MORTGAGE,0.0,EDUCATION,3000,8.94,0,0.13,N,4
24.0,60000,MORTGAGE,5.0,VENTURE,14000,7.51,0,0.23,N,4
23.0,40000,RENT,3.0,EDUCATION,8000,11.49,0,0.2,N,2
22.0,34800,RENT,7.0,VENTURE,9600,19.16,1,0.28,Y,4
22.0,30000,RENT,1.0,DEBTCONSOLIDATION,15000,15.27,1,0.5,N,4
25.0,150000,MORTGAGE,9.0,HOMEIMPROVEMENT,25000,10.37,0,0.17,N,2
21.0,30000,RENT,5.0,PERSONAL,10000,11.99,1,0.33,N,3
23.0,86500,MORTGAGE,7.0,PERSONAL,14000,7.29,0,0.16,N,3
23.0,62000,MORTGAGE,7.0,MEDICAL,6400,10.08,0,0.1,N,3
23.0,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,2000,10.99,0,0.05,N,4
23.0,160000,MORTGAGE,5.0,VENTURE,35000,7.66,0,0.22,N,3
22.0,62900,MORTGAGE,1.0,MEDICAL,25000,14.38,1,0.34,N,2
26.0,67000,MORTGAGE,10.0,HOMEIMPROVEMENT,10000,12.21,0,0.15,N,3
22.0,38400,OWN,5.0,EDUCATION,10000,13.99,0,0.26,N,4
23.0,58800,RENT,7.0,EDUCATION,3000,10.36,1,0.05,N,3
22.0,100000,RENT,3.0,DEBTCONSOLIDATION,1200,8.59,0,0.01,N,4
26.0,32000,RENT,1.0,VENTURE,7500,13.79,0,0.23,N,3
23.0,84000,RENT,0.0,DEBTCONSOLIDATION,15000,11.34,0,0.18,Y,4
23.0,85272,RENT,7.0,EDUCATION,5000,11.11,0,0.06,N,2
23.0,28000,RENT,0.0,VENTURE,5000,11.78,0,0.18,N,3
24.0,60000,OWN,9.0,HOMEIMPROVEMENT,15000,11.83,0,0.25,N,3
24.0,33996,RENT,1.0,VENTURE,7000,13.16,1,0.21,N,4
22.0,52000,MORTGAGE,6.0,PERSONAL,10000,13.87,1,0.19,Y,4
23.0,13000,RENT,3.0,HOMEIMPROVEMENT,2800,15.21,1,0.22,N,2
22.0,39900,RENT,4.0,EDUCATION,19000,12.18,1,0.48,N,2
22.0,48500,RENT,1.0,VENTURE,20000,11.36,1,0.41,N,2
24.0,27600,OWN,8.0,PERSONAL,7000,7.9,0,0.25,N,2
25.0,168000,MORTGAGE,2.0,DEBTCONSOLIDATION,35000,10.65,0,0.21,N,4
25.0,47000,OWN,9.0,VENTURE,4000,6.62,0,0.09,N,2
21.0,26000,RENT,5.0,DEBTCONSOLIDATION,6000,7.49,0,0.23,N,2
26.0,51996,MORTGAGE,2.0,DEBTCONSOLIDATION,6500,15.68,1,0.13,N,3
22.0,107004,MORTGAGE,2.0,VENTURE,10000,7.29,0,0.09,N,4
25.0,60000,MORTGAGE,1.0,VENTURE,5000,7.29,0,0.08,N,3
23.0,58500,MORTGAGE,6.0,DEBTCONSOLIDATION,4000,8.0,0,0.07,N,3
22.0,32000,RENT,1.0,EDUCATION,5400,16.29,1,0.17,Y,2
23.0,114000,MORTGAGE,7.0,EDUCATION,8000,12.68,0,0.07,Y,3
21.0,40000,MORTGAGE,5.0,PERSONAL,5000,6.62,0,0.13,N,2
24.0,86000,MORTGAGE,0.0,PERSONAL,20000,10.99,1,0.23,N,3
24.0,30000,RENT,2.0,VENTURE,3000,7.49,0,0.1,N,3
24.0,40000,RENT,5.0,PERSONAL,10000,11.99,0,0.25,N,4
25.0,38400,MORTGAGE,9.0,EDUCATION,12000,10.38,0,0.31,N,3
26.0,37500,RENT,3.0,VENTURE,10000,14.91,0,0.27,Y,2
23.0,75000,RENT,4.0,VENTURE,5000,7.49,0,0.07,N,4
25.0,32500,MORTGAGE,3.0,EDUCATION,12500,7.9,0,0.38,N,2
24.0,65000,MORTGAGE,8.0,EDUCATION,3300,7.51,0,0.05,N,2
25.0,150000,MORTGAGE,9.0,VENTURE,8200,5.79,0,0.05,N,2
21.0,60000,RENT,2.0,VENTURE,5000,8.49,0,0.08,N,2
23.0,35000,MORTGAGE,7.0,VENTURE,2100,5.42,0,0.06,N,2
24.0,60000,RENT,4.0,PERSONAL,12500,11.49,0,0.21,N,3
26.0,88000,RENT,10.0,PERSONAL,10000,12.69,0,0.11,N,4
23.0,45600,RENT,4.0,PERSONAL,5000,14.22,0,0.11,Y,4
25.0,122000,MORTGAGE,9.0,PERSONAL,20000,13.23,0,0.16,N,4
25.0,50000,OWN,9.0,PERSONAL,9175,19.42,0,0.18,N,4
23.0,71000,RENT,7.0,PERSONAL,11300,7.49,0,0.16,N,3
24.0,24000,RENT,5.0,MEDICAL,5500,14.27,0,0.23,N,2
23.0,65000,RENT,0.0,MEDICAL,6000,9.63,0,0.09,N,3
26.0,85000,MORTGAGE,3.0,EDUCATION,10000,14.09,0,0.12,N,2
23.0,34800,RENT,0.0,HOMEIMPROVEMENT,7000,11.99,1,0.2,N,3
21.0,36000,MORTGAGE,5.0,MEDICAL,1000,12.42,0,0.03,N,2
24.0,40000,RENT,1.0,VENTURE,3825,10.0,0,0.1,N,3
25.0,40000,MORTGAGE,9.0,MEDICAL,3500,13.49,0,0.09,Y,3
21.0,18000,RENT,2.0,HOMEIMPROVEMENT,5800,14.72,1,0.32,Y,2
25.0,85000,MORTGAGE,7.0,DEBTCONSOLIDATION,12000,14.65,0,0.14,N,2
25.0,84000,RENT,1.0,VENTURE,8000,16.45,1,0.1,Y,4
25.0,21500,RENT,2.0,MEDICAL,7500,11.34,1,0.35,Y,3
23.0,58000,RENT,1.0,EDUCATION,12800,12.42,0,0.22,N,4
23.0,28800,MORTGAGE,6.0,MEDICAL,5000,11.99,0,0.17,N,4
22.0,30000,MORTGAGE,6.0,EDUCATION,6600,14.42,0,0.22,N,4
23.0,78000,MORTGAGE,1.0,DEBTCONSOLIDATION,8000,12.87,1,0.1,Y,3
22.0,137004,MORTGAGE,3.0,DEBTCONSOLIDATION,10000,5.79,0,0.07,N,4
25.0,42000,RENT,3.0,EDUCATION,10000,13.8,1,0.24,N,2
22.0,165000,MORTGAGE,5.0,VENTURE,24000,15.62,0,0.15,Y,2
25.0,45000,RENT,0.0,EDUCATION,5000,10.74,0,0.11,N,4
24.0,38400,RENT,4.0,VENTURE,4000,7.29,0,0.1,N,3
26.0,40000,RENT,0.0,MEDICAL,1800,13.23,0,0.04,Y,2
24.0,72000,MORTGAGE,8.0,EDUCATION,14000,14.65,1,0.19,N,4
22.0,83000,OWN,6.0,EDUCATION,25000,15.95,0,0.3,N,2
23.0,42000,RENT,7.0,DEBTCONSOLIDATION,15000,11.83,1,0.36,N,2
26.0,60000,RENT,0.0,VENTURE,24000,7.9,1,0.4,N,2
22.0,90000,MORTGAGE,6.0,MEDICAL,6400,9.88,0,0.07,N,3
25.0,47000,RENT,1.0,VENTURE,8500,8.9,0,0.18,N,4
23.0,29120,OWN,0.0,MEDICAL,6400,8.94,0,0.22,N,4
25.0,79000,MORTGAGE,9.0,MEDICAL,10000,5.79,0,0.13,N,3
22.0,69996,OWN,2.0,VENTURE,8000,12.84,0,0.11,N,3
23.0,95000,MORTGAGE,7.0,EDUCATION,35000,7.9,0,0.37,N,2
24.0,37000,RENT,3.0,VENTURE,5500,9.2,0,0.15,N,3
23.0,70000,RENT,3.0,EDUCATION,12000,7.9,0,0.17,N,2
25.0,123144,RENT,2.0,VENTURE,12000,10.75,0,0.1,N,2
25.0,115000,MORTGAGE,9.0,VENTURE,19000,13.49,0,0.17,Y,4
21.0,52000,RENT,5.0,PERSONAL,1500,11.99,0,0.03,N,2
26.0,42000,MORTGAGE,0.0,EDUCATION,4500,11.48,0,0.11,N,3
23.0,95000,MORTGAGE,1.0,EDUCATION,19800,13.22,1,0.21,Y,4
23.0,70000,RENT,8.0,VENTURE,6725,6.62,0,0.1,N,2
22.0,70000,OWN,6.0,PERSONAL,12000,12.53,0,0.17,N,4
22.0,85000,MORTGAGE,4.0,MEDICAL,12000,6.91,0,0.14,N,3
24.0,70000,MORTGAGE,2.0,PERSONAL,6000,15.23,0,0.09,Y,2
22.0,107000,MORTGAGE,6.0,DEBTCONSOLIDATION,35000,16.49,1,0.33,Y,3
22.0,45000,RENT,0.0,VENTURE,9000,11.48,0,0.2,N,4
25.0,38496,MORTGAGE,7.0,HOMEIMPROVEMENT,8000,6.03,0,0.21,N,3
23.0,66661,MORTGAGE,7.0,PERSONAL,1500,11.49,0,0.02,N,2
23.0,200000,MORTGAGE,0.0,EDUCATION,5000,7.43,0,0.03,N,2
26.0,32000,RENT,3.0,DEBTCONSOLIDATION,5000,6.03,0,0.16,N,2
22.0,34000,RENT,1.0,VENTURE,6500,13.22,1,0.19,N,4
25.0,36000,OWN,10.0,MEDICAL,11200,9.76,0,0.31,N,2
25.0,32000,RENT,2.0,MEDICAL,8575,15.62,1,0.27,N,2
26.0,59000,RENT,2.0,PERSONAL,8500,11.83,0,0.14,N,4
22.0,78700,RENT,6.0,VENTURE,14000,13.48,0,0.18,Y,3
22.0,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,4500,5.79,0,0.12,N,3
26.0,50200,RENT,1.0,EDUCATION,9000,7.66,0,0.18,N,3
26.0,86000,RENT,4.0,VENTURE,10000,13.49,0,0.12,N,4
24.0,84000,RENT,1.0,MEDICAL,12000,6.91,0,0.14,N,2
23.0,63402,RENT,3.0,VENTURE,6000,13.22,0,0.09,Y,2
25.0,100000,RENT,3.0,EDUCATION,12000,9.91,0,0.12,N,2
22.0,69000,MORTGAGE,6.0,PERSONAL,7800,12.41,0,0.11,N,4
21.0,30000,MORTGAGE,6.0,MEDICAL,3000,5.99,0,0.1,N,3
25.0,60000,RENT,0.0,DEBTCONSOLIDATION,1200,7.66,0,0.02,N,3
26.0,44000,RENT,5.0,MEDICAL,4600,13.99,1,0.1,N,3
23.0,42000,MORTGAGE,7.0,VENTURE,12000,15.23,0,0.29,Y,3
25.0,45996,RENT,3.0,DEBTCONSOLIDATION,11500,12.53,0,0.25,Y,3
24.0,37000,MORTGAGE,8.0,MEDICAL,10000,10.99,0,0.27,N,3
26.0,36996,RENT,8.0,MEDICAL,9600,11.97,0,0.26,Y,2
22.0,89800,MORTGAGE,6.0,VENTURE,20000,12.53,0,0.22,N,3
26.0,64800,MORTGAGE,5.0,EDUCATION,2000,11.99,0,0.03,N,3
23.0,120000,MORTGAGE,7.0,VENTURE,6000,13.06,0,0.05,Y,3
25.0,21000,RENT,0.0,VENTURE,5175,12.53,0,0.25,N,4
26.0,60000,MORTGAGE,10.0,MEDICAL,12500,6.92,0,0.21,N,3
23.0,115000,MORTGAGE,7.0,EDUCATION,10000,14.27,0,0.09,Y,2
23.0,45000,RENT,2.0,VENTURE,14500,10.36,1,0.32,N,4
21.0,35000,OWN,5.0,VENTURE,6500,13.43,0,0.19,N,4
22.0,41000,MORTGAGE,6.0,HOMEIMPROVEMENT,7000,7.9,1,0.17,N,2
26.0,75000,MORTGAGE,9.0,MEDICAL,4000,12.99,0,0.05,Y,2
24.0,50000,RENT,0.0,VENTURE,7200,11.71,0,0.14,N,2
23.0,20664,RENT,4.0,EDUCATION,4550,13.72,0,0.22,Y,3
25.0,61000,OWN,2.0,PERSONAL,15000,14.65,0,0.25,N,2
26.0,77368,RENT,1.0,VENTURE,15000,10.0,0,0.19,N,3
26.0,74000,MORTGAGE,10.0,EDUCATION,4475,9.99,0,0.06,N,2
23.0,72000,RENT,5.0,DEBTCONSOLIDATION,3000,16.89,1,0.04,Y,4
24.0,54400,RENT,4.0,MEDICAL,2500,11.14,1,0.04,N,2
25.0,19200,RENT,3.0,MEDICAL,5000,10.99,1,0.26,N,2
25.0,35364,RENT,0.0,VENTURE,10000,9.32,0,0.28,N,4
23.0,26400,RENT,7.0,EDUCATION,3800,7.9,0,0.14,N,2
26.0,35000,MORTGAGE,10.0,MEDICAL,6000,7.51,0,0.17,N,3
22.0,55000,MORTGAGE,7.0,MEDICAL,13500,9.67,0,0.25,N,4
23.0,51000,MORTGAGE,6.0,DEBTCONSOLIDATION,17500,14.09,1,0.34,Y,2
26.0,59000,RENT,2.0,PERSONAL,18000,16.0,1,0.31,Y,2
25.0,154000,MORTGAGE,4.0,PERSONAL,12225,7.49,0,0.08,N,4
24.0,200000,RENT,8.0,VENTURE,12000,12.69,0,0.06,N,2
24.0,25344,MORTGAGE,5.0,MEDICAL,4000,16.49,1,0.16,Y,3
21.0,192000,MORTGAGE,0.0,EDUCATION,20000,6.54,0,0.1,N,2
25.0,175000,RENT,4.0,HOMEIMPROVEMENT,10000,15.05,0,0.06,N,3
24.0,40000,RENT,0.0,MEDICAL,3600,10.59,0,0.09,N,4
23.0,140000,RENT,7.0,VENTURE,9000,7.14,0,0.06,N,2
23.0,58650,MORTGAGE,7.0,MEDICAL,5000,8.59,1,0.07,N,4
23.0,60000,RENT,8.0,VENTURE,3600,9.99,0,0.06,N,3
23.0,61498,MORTGAGE,5.0,MEDICAL,5000,11.36,0,0.08,N,3
21.0,30000,RENT,0.0,MEDICAL,1000,10.99,0,0.03,N,2
24.0,133000,RENT,5.0,HOMEIMPROVEMENT,17400,11.71,0,0.13,N,3
23.0,52000,RENT,5.0,EDUCATION,8000,13.22,0,0.15,Y,4
23.0,90000,MORTGAGE,1.0,EDUCATION,12000,12.18,0,0.13,N,4
23.0,48500,RENT,5.0,MEDICAL,3850,8.49,0,0.08,N,2
21.0,26400,RENT,5.0,PERSONAL,4750,12.23,0,0.18,N,3
26.0,80000,MORTGAGE,10.0,HOMEIMPROVEMENT,15000,16.07,0,0.19,Y,2
26.0,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,16000,7.9,0,0.27,N,3
21.0,68004,MORTGAGE,5.0,DEBTCONSOLIDATION,16000,11.26,0,0.24,N,3
22.0,23000,RENT,6.0,MEDICAL,4850,14.27,0,0.21,Y,3
23.0,36000,RENT,3.0,EDUCATION,7000,9.99,0,0.19,N,3
23.0,90000,RENT,4.0,DEBTCONSOLIDATION,13000,12.73,0,0.14,N,2
24.0,75000,RENT,2.0,VENTURE,2000,9.99,0,0.03,N,4
26.0,140000,MORTGAGE,10.0,VENTURE,24250,12.53,0,0.17,N,4
23.0,24000,RENT,2.0,MEDICAL,2800,11.49,1,0.12,N,3
25.0,83004,MORTGAGE,9.0,DEBTCONSOLIDATION,5000,6.76,0,0.06,N,3
24.0,75000,RENT,0.0,EDUCATION,12000,6.62,0,0.16,N,3
22.0,48000,MORTGAGE,7.0,EDUCATION,6500,10.62,0,0.14,N,2
25.0,19000,OWN,3.0,VENTURE,4000,7.4,1,0.21,N,4
24.0,127000,MORTGAGE,3.0,HOMEIMPROVEMENT,12000,15.05,0,0.09,Y,3
25.0,34800,RENT,9.0,MEDICAL,5600,16.77,1,0.16,N,4
21.0,14400,RENT,2.0,PERSONAL,1825,15.62,1,0.13,Y,2
21.0,68000,RENT,3.0,MEDICAL,3000,11.78,0,0.04,Y,4
25.0,100000,MORTGAGE,9.0,EDUCATION,12000,8.94,0,0.12,N,4
25.0,50004,RENT,3.0,PERSONAL,12000,15.31,0,0.24,Y,3
23.0,116000,RENT,7.0,EDUCATION,11000,8.94,0,0.09,N,2
26.0,48000,RENT,5.0,DEBTCONSOLIDATION,25000,18.43,1,0.52,N,3
23.0,80000,MORTGAGE,7.0,MEDICAL,10000,7.74,0,0.13,N,2
22.0,27000,RENT,3.0,DEBTCONSOLIDATION,2800,7.51,1,0.1,N,3
26.0,22406,RENT,5.0,HOMEIMPROVEMENT,2500,6.76,1,0.11,N,2
23.0,57700,MORTGAGE,7.0,PERSONAL,3500,10.65,0,0.06,N,2
23.0,30000,MORTGAGE,4.0,MEDICAL,4000,16.32,1,0.13,N,2
22.0,24449,OWN,2.0,VENTURE,1800,11.89,0,0.07,N,4
22.0,69528,RENT,6.0,VENTURE,6000,12.99,0,0.09,N,3
22.0,36000,RENT,1.0,VENTURE,6000,7.51,0,0.17,N,4
25.0,48000,RENT,1.0,EDUCATION,3000,9.32,1,0.06,N,4
25.0,60000,MORTGAGE,2.0,EDUCATION,10000,12.21,0,0.17,N,3
25.0,64000,RENT,7.0,EDUCATION,8000,15.28,1,0.13,N,4
25.0,34000,MORTGAGE,9.0,MEDICAL,2000,7.66,1,0.06,N,4
21.0,24000,RENT,5.0,VENTURE,2000,11.14,0,0.08,N,4
22.0,24000,OWN,1.0,EDUCATION,6000,12.68,0,0.25,N,4
22.0,32000,RENT,7.0,MEDICAL,14000,12.23,1,0.44,N,3
23.0,45000,RENT,4.0,EDUCATION,4800,13.98,0,0.11,N,3
24.0,95000,RENT,8.0,EDUCATION,6500,8.49,0,0.07,N,4
22.0,50000,RENT,1.0,VENTURE,7500,8.32,0,0.15,N,2
22.0,42996,RENT,3.0,PERSONAL,4800,11.03,0,0.11,Y,4
23.0,19250,RENT,1.0,HOMEIMPROVEMENT,6250,16.82,1,0.32,N,2
23.0,44400,RENT,0.0,VENTURE,1500,11.63,0,0.03,N,4
26.0,53000,MORTGAGE,9.0,VENTURE,8000,7.88,0,0.15,N,3
25.0,68000,RENT,1.0,EDUCATION,10000,14.26,0,0.15,Y,2
23.0,70560,RENT,1.0,VENTURE,9600,7.9,0,0.14,N,4
24.0,37200,RENT,8.0,DEBTCONSOLIDATION,7200,7.9,0,0.19,N,4
25.0,39000,RENT,6.0,EDUCATION,16000,15.65,1,0.41,N,2
23.0,49000,MORTGAGE,7.0,DEBTCONSOLIDATION,2400,7.66,0,0.05,N,3
23.0,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,11.89,0,0.07,N,4
24.0,98000,MORTGAGE,0.0,DEBTCONSOLIDATION,13200,15.28,1,0.13,Y,3
24.0,102000,MORTGAGE,6.0,VENTURE,9800,10.36,0,0.1,N,4
22.0,26400,MORTGAGE,2.0,VENTURE,4400,11.49,0,0.17,N,3
24.0,70000,RENT,2.0,EDUCATION,13000,10.0,0,0.19,N,2
26.0,53826,MORTGAGE,10.0,HOMEIMPROVEMENT,8500,14.79,1,0.16,N,2
23.0,120000,MORTGAGE,5.0,VENTURE,6000,9.99,0,0.05,N,3
22.0,49000,MORTGAGE,6.0,VENTURE,2400,5.79,0,0.05,N,3
24.0,96000,RENT,6.0,VENTURE,7000,9.91,0,0.07,N,3
25.0,31000,RENT,2.0,DEBTCONSOLIDATION,1800,8.32,0,0.06,N,2
24.0,100000,RENT,6.0,VENTURE,11000,5.42,0,0.11,N,2
23.0,40000,RENT,1.0,VENTURE,15000,11.71,1,0.38,N,3
23.0,70000,MORTGAGE,5.0,PERSONAL,20000,12.21,0,0.29,N,2
23.0,100000,MORTGAGE,7.0,PERSONAL,10000,10.59,0,0.1,N,4
23.0,78300,MORTGAGE,0.0,PERSONAL,15000,16.82,0,0.19,Y,3
26.0,45000,RENT,3.0,MEDICAL,6000,7.49,0,0.13,N,3
24.0,85000,MORTGAGE,2.0,EDUCATION,7500,13.99,0,0.09,Y,4
26.0,45000,MORTGAGE,9.0,PERSONAL,10000,16.89,0,0.22,N,3
22.0,36000,RENT,1.0,EDUCATION,5000,12.68,1,0.14,N,4
25.0,109000,MORTGAGE,5.0,PERSONAL,15000,10.25,0,0.14,N,2
26.0,31836,RENT,1.0,EDUCATION,6400,14.35,0,0.2,N,4
22.0,54000,RENT,2.0,MEDICAL,7000,14.96,1,0.13,Y,2
25.0,49963,MORTGAGE,9.0,MEDICAL,2100,11.49,1,0.04,N,3
22.0,60350,RENT,1.0,MEDICAL,25000,15.95,1,0.35,N,4
22.0,60000,MORTGAGE,6.0,EDUCATION,11200,5.79,0,0.19,N,4
25.0,50000,MORTGAGE,0.0,VENTURE,2600,6.03,0,0.05,N,3
24.0,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,8500,10.59,0,0.14,N,4
24.0,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,12.69,0,0.16,N,3
22.0,60000,MORTGAGE,6.0,MEDICAL,6125,6.17,0,0.1,N,2
24.0,75000,RENT,4.0,VENTURE,10000,6.62,0,0.13,N,2
22.0,75000,MORTGAGE,4.0,VENTURE,9000,6.99,0,0.12,N,3
