ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Risk
5143538,F,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,45,1,1,0,0,0,Sales staff,1,0
5087919,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,33,9,1,0,0,0,Laborers,3,0
5021538,F,Y,N,1,306000,Working,Higher education,Married,House / apartment,25,4,1,0,0,0,,3,0
5118478,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,47,2,1,0,0,0,Laborers,2,0
5033925,M,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,48,0,1,0,1,0,,2,0
5150070,F,N,Y,2,112500,State servant,Higher education,Married,House / apartment,31,8,1,0,0,0,Core staff,4,0
5100072,F,N,Y,0,270000,Working,Incomplete higher,Civil marriage,Rented apartment,32,2,1,0,0,0,,2,0
5090714,M,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,40,1,1,1,0,0,Drivers,2,0
5018422,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,51,2,1,0,0,0,Laborers,2,0
5038877,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,5,1,0,0,0,Core staff,1,0
5056107,F,N,Y,0,117000,State servant,Secondary / secondary special,Single / not married,With parents,56,1,1,0,0,0,Core staff,1,0
5095693,M,N,N,2,216000,Working,Secondary / secondary special,Married,House / apartment,40,2,1,0,1,0,Laborers,4,0
5090050,F,N,Y,0,69372,Working,Secondary / secondary special,Married,House / apartment,43,0,1,1,1,0,Laborers,2,0
5066650,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,With parents,30,8,1,1,0,0,,2,0
5137166,M,Y,N,1,459000,State servant,Higher education,Married,Municipal apartment,43,5,1,1,0,0,Managers,3,0
5125288,F,N,N,1,202500,Working,Secondary / secondary special,Separated,House / apartment,38,0,1,0,0,0,Laborers,2,0
5028894,M,Y,Y,0,270000,Working,Lower secondary,Separated,House / apartment,52,10,1,1,0,0,Laborers,1,0
5029781,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,58,2,1,0,0,0,Medicine staff,2,0
5096568,F,N,N,0,54000,Working,Higher education,Married,House / apartment,40,12,1,1,0,0,Medicine staff,2,0
5096593,F,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,31,4,1,1,1,0,Core staff,1,0
5009043,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,48,2,1,0,0,0,Core staff,2,0
5096283,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,38,0,1,0,0,0,Security staff,2,1
5068610,F,N,Y,0,135000,Working,Incomplete higher,Married,House / apartment,41,4,1,0,0,0,Managers,2,0
5023235,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,30,3,1,1,0,0,Core staff,1,0
5089387,M,Y,N,0,112500,Commercial associate,Higher education,Married,House / apartment,57,6,1,1,0,0,,2,0
5010019,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,35,1,1,0,0,0,,2,0
5028468,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,33,0,1,0,0,1,Drivers,4,0
5065368,F,N,Y,1,216000,Working,Higher education,Single / not married,House / apartment,28,4,1,0,1,0,Core staff,2,0
5066922,M,Y,Y,0,180000,Working,Higher education,Married,With parents,30,4,1,0,0,0,Laborers,2,0
5067787,M,Y,N,2,450000,Working,Secondary / secondary special,Married,House / apartment,40,19,1,0,0,1,Drivers,4,0
5117928,F,N,N,2,90000,State servant,Higher education,Married,Office apartment,34,0,1,0,0,0,Managers,4,0
5145957,F,N,N,1,157500,Working,Higher education,Married,House / apartment,43,0,1,0,1,0,Sales staff,3,0
5033462,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,33,2,1,1,1,0,,2,0
5067789,M,Y,N,2,450000,Working,Secondary / secondary special,Married,House / apartment,40,19,1,0,0,1,Drivers,4,0
5090538,F,Y,Y,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,56,3,1,1,1,0,Laborers,2,0
5125679,F,N,N,0,337500,Commercial associate,Secondary / secondary special,Married,Rented apartment,49,4,1,1,0,0,Managers,2,0
5053731,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,40,4,1,0,0,0,Core staff,2,0
5139365,F,N,Y,0,121500,Working,Secondary / secondary special,Civil marriage,House / apartment,50,22,1,0,0,0,High skill tech staff,2,0
5088807,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,37,10,1,1,1,0,High skill tech staff,2,0
5021753,F,N,Y,0,171000,Working,Incomplete higher,Married,House / apartment,30,1,1,0,0,0,High skill tech staff,2,0
5085654,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,Rented apartment,37,3,1,0,0,0,Laborers,1,0
5041790,M,N,N,0,225000,Working,Incomplete higher,Married,House / apartment,27,0,1,1,0,0,Drivers,2,0
5105115,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,28,3,1,1,0,0,Laborers,3,0
5116815,M,N,Y,0,85500,State servant,Secondary / secondary special,Separated,Co-op apartment,45,23,1,1,1,0,Core staff,1,0
5051233,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,35,0,1,0,0,0,Sales staff,3,0
5091427,F,N,Y,0,225000,Working,Higher education,Married,House / apartment,44,8,1,1,1,0,Managers,2,0
5096318,M,Y,N,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,26,0,1,0,0,0,Core staff,1,0
5041543,F,N,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29,2,1,0,0,0,Sales staff,1,0
5142737,M,N,N,1,360000,Working,Higher education,Married,House / apartment,30,1,1,1,1,0,Managers,3,0
5024124,F,N,Y,1,135000,Working,Secondary / secondary special,Widow,House / apartment,42,0,1,0,0,0,Sales staff,2,0
5087483,F,Y,N,1,135000,Working,Higher education,Civil marriage,Rented apartment,34,4,1,0,0,0,,3,0
5091772,M,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,47,6,1,0,0,0,Laborers,2,0
5036862,F,Y,Y,0,139500,Working,Incomplete higher,Married,House / apartment,39,19,1,1,0,0,Medicine staff,2,0
5137170,M,Y,N,1,459000,State servant,Higher education,Married,Municipal apartment,43,5,1,1,0,0,Managers,3,0
5139901,F,Y,N,1,166500,State servant,Higher education,Married,House / apartment,39,15,1,0,0,0,Medicine staff,3,0
5100022,F,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,40,2,1,0,0,0,Sales staff,3,0
5053865,F,N,N,1,157500,Working,Higher education,Married,House / apartment,36,4,1,0,0,0,Sales staff,3,0
5050740,F,Y,N,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,39,2,1,0,0,0,,2,0
5036836,F,N,Y,1,247500,Commercial associate,Higher education,Married,House / apartment,37,11,1,0,1,0,Managers,3,0
5125607,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,42,8,1,1,1,1,High skill tech staff,1,0
5142914,F,N,N,1,292500,Working,Incomplete higher,Married,House / apartment,34,11,1,1,1,0,Sales staff,3,0
5149126,F,N,Y,0,360000,Working,Higher education,Separated,House / apartment,51,23,1,0,1,0,Managers,1,0
5117276,M,Y,Y,1,180000,Working,Higher education,Married,House / apartment,38,4,1,0,0,0,Managers,3,0
5010650,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,24,1,1,1,1,0,Laborers,3,0
5028533,F,N,Y,0,171000,Working,Secondary / secondary special,Married,House / apartment,42,0,1,0,0,0,Sales staff,2,0
5041444,M,Y,Y,0,337500,Commercial associate,Higher education,Married,House / apartment,55,7,1,0,0,0,Managers,2,0
5048249,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,36,18,1,0,0,0,Core staff,2,0
5142316,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,49,2,1,1,1,0,Managers,2,0
5024771,F,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,23,2,1,0,0,0,Sales staff,1,0
5117577,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,52,31,1,0,0,0,Medicine staff,2,0
5061824,F,N,Y,0,112500,Working,Incomplete higher,Single / not married,Rented apartment,22,4,1,0,0,0,Laborers,1,0
5125626,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,51,12,1,0,0,0,Laborers,2,0
5008863,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,43,8,1,0,0,0,Laborers,4,0
5066864,F,N,Y,2,54000,Working,Secondary / secondary special,Married,House / apartment,27,2,1,0,0,0,Sales staff,4,0
5090532,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,39,1,1,0,0,0,Drivers,4,0
5041493,M,Y,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,35,0,1,0,0,0,Laborers,2,1
5096087,F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,49,31,1,0,0,0,Cooking staff,2,0
5036909,F,Y,Y,1,108000,Working,Secondary / secondary special,Married,House / apartment,42,2,1,0,0,0,Core staff,3,0
5143306,F,N,Y,0,382500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,14,1,0,0,0,Managers,1,0
5114136,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,57,10,1,0,0,0,High skill tech staff,2,0
5116797,F,N,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,30,8,1,0,0,0,Accountants,3,0
5090338,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,27,4,1,0,0,1,Drivers,2,0
5137306,M,Y,N,2,157500,Commercial associate,Higher education,Separated,Office apartment,36,3,1,0,1,0,Managers,3,0
5041375,F,Y,Y,2,306000,Working,Secondary / secondary special,Married,House / apartment,35,4,1,0,0,0,,4,0
5061128,F,N,Y,1,324000,State servant,Higher education,Married,House / apartment,36,13,1,0,0,0,Managers,3,0
5046232,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,28,7,1,1,1,1,Drivers,1,0
5024156,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,26,3,1,0,0,0,Sales staff,3,0
5088625,F,N,N,0,58500,Commercial associate,Secondary / secondary special,Married,House / apartment,44,6,1,1,1,0,,2,0
5068909,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,42,12,1,0,0,0,Sales staff,3,0
5052846,F,N,Y,0,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,3,1,1,1,0,Sales staff,2,0
5118527,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,60,1,1,0,0,0,,2,0
5143059,F,N,N,0,135000,Working,Secondary / secondary special,Married,With parents,27,1,1,1,1,0,Core staff,2,0
5038925,F,Y,Y,1,135000,Commercial associate,Incomplete higher,Separated,House / apartment,28,6,1,0,0,0,,2,0
5126118,F,Y,N,0,360000,Commercial associate,Incomplete higher,Married,House / apartment,44,4,1,1,1,0,Managers,2,0
5024883,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,Rented apartment,23,3,1,0,0,0,Sales staff,1,0
5024203,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,44,7,1,1,1,0,,1,0
5025172,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,45,5,1,0,1,1,Core staff,2,0
5065460,F,Y,Y,1,180000,Working,Higher education,Civil marriage,With parents,36,3,1,0,0,0,,3,0
5146396,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,53,5,1,1,0,0,Cleaning staff,1,0
5029421,F,N,Y,1,315000,State servant,Secondary / secondary special,Civil marriage,House / apartment,30,6,1,0,0,1,Core staff,3,0
5041582,F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,52,3,1,1,1,0,Managers,3,0
5091410,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,48,5,1,1,0,0,Laborers,1,0
5046440,M,Y,Y,0,157500,State servant,Higher education,Married,House / apartment,45,1,1,0,1,0,Core staff,2,0
5085746,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,38,0,1,0,0,0,Medicine staff,3,0
5048637,M,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,37,1,1,0,0,0,Laborers,4,0
5054155,F,N,N,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,54,13,1,0,1,0,Laborers,1,0
5136021,M,Y,N,1,351000,Commercial associate,Secondary / secondary special,Married,House / apartment,44,23,1,0,0,0,Private service staff,3,0
5053651,M,N,N,0,360000,Commercial associate,Higher education,Married,House / apartment,55,4,1,0,1,0,Managers,2,0
5146003,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,27,0,1,0,0,1,Managers,1,0
5079094,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,34,1,1,1,0,1,Drivers,3,0
5023339,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,46,11,1,0,0,1,Sales staff,2,0
5149183,M,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,25,2,1,0,0,0,Laborers,1,0
5137097,F,Y,N,0,180000,Working,Secondary / secondary special,Married,With parents,33,0,1,0,1,0,,2,0
5042140,F,N,N,0,247500,Working,Higher education,Married,House / apartment,38,20,1,1,1,0,Managers,2,0
5045911,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,46,5,1,0,0,0,Drivers,2,0
5062079,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,28,10,1,1,1,0,Laborers,2,0
5067693,F,Y,N,1,175500,Working,Secondary / secondary special,Married,House / apartment,21,1,1,0,0,1,Core staff,3,0
5067206,M,N,N,1,405000,Working,Secondary / secondary special,Married,With parents,34,3,1,0,0,0,Drivers,3,0
5091926,F,Y,Y,0,405000,Commercial associate,Incomplete higher,Married,House / apartment,50,10,1,0,1,0,,2,0
5065664,F,N,N,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,55,5,1,0,0,0,Laborers,2,0
5058255,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,23,1,1,0,0,1,Core staff,3,0
5010052,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,50,8,1,0,0,1,Cleaning staff,2,0
5113347,M,Y,N,0,270000,Working,Incomplete higher,Married,With parents,24,6,1,0,1,0,Laborers,2,0
5113896,M,Y,N,0,162000,Working,Secondary / secondary special,Married,House / apartment,52,11,1,1,0,1,Security staff,2,0
5096915,F,N,Y,1,135000,State servant,Higher education,Civil marriage,House / apartment,46,25,1,1,1,0,Core staff,3,0
5096549,F,Y,N,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,40,11,1,1,0,0,Medicine staff,2,0
5139884,F,N,Y,0,112500,State servant,Secondary / secondary special,Civil marriage,House / apartment,50,16,1,0,1,0,Medicine staff,2,0
5095902,F,N,N,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,42,4,1,0,0,0,Core staff,1,0
5118552,M,Y,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,50,4,1,0,0,0,Laborers,1,0
5021852,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,With parents,27,0,1,0,0,0,,3,0
5139555,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,37,17,1,0,1,0,Medicine staff,4,0
5113228,F,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,49,9,1,0,1,0,,2,0
5068007,M,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,63,1,1,1,0,0,Security staff,2,0
5024697,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,52,10,1,0,0,0,Laborers,1,0
5046012,F,N,Y,0,103500,State servant,Secondary / secondary special,Civil marriage,House / apartment,30,1,1,0,0,0,Cooking staff,2,0
5115551,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,35,6,1,1,1,0,,2,0
5143540,F,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,45,1,1,0,0,0,Sales staff,1,0
5009443,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,25,4,1,0,1,0,,2,0
5096435,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,52,7,1,0,0,0,,2,0
5056153,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,41,3,1,0,0,0,Managers,2,0
5118312,F,Y,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,27,1,1,1,0,0,Sales staff,3,0
5087833,M,N,Y,0,135000,State servant,Secondary / secondary special,Married,Rented apartment,28,6,1,1,0,1,,2,0
5041886,F,N,N,1,112500,Working,Secondary / secondary special,Separated,House / apartment,27,7,1,1,1,0,Core staff,2,0
5139930,M,Y,Y,1,189000,Working,Incomplete higher,Married,House / apartment,41,6,1,0,1,0,,3,0
5099769,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,27,8,1,1,1,0,Laborers,3,0
5061518,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,51,5,1,0,0,0,Cleaning staff,2,0
5099780,M,Y,N,0,252000,Working,Higher education,Married,House / apartment,41,14,1,1,1,0,Laborers,2,0
5115484,F,Y,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,46,8,1,0,0,0,Sales staff,2,0
5024292,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,31,0,1,0,0,0,Medicine staff,2,0
5149896,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,43,15,1,0,0,0,Managers,2,0
5028694,F,Y,Y,1,180000,Commercial associate,Higher education,Separated,House / apartment,50,19,1,0,0,0,Core staff,2,0
5095608,M,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,28,1,1,0,0,0,,3,0
5091254,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,37,11,1,0,0,0,Sales staff,3,0
5050982,F,Y,N,1,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41,17,1,0,0,0,Sales staff,2,0
5091951,F,N,Y,0,225000,Working,Higher education,Single / not married,House / apartment,51,4,1,0,0,1,Accountants,1,0
5088564,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,53,20,1,0,0,0,Cooking staff,2,0
5069443,F,N,Y,0,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,44,5,1,0,0,0,Laborers,2,0
5042093,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,53,4,1,0,1,0,Accountants,2,0
5097170,M,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,26,7,1,0,0,0,Drivers,2,0
5054477,F,Y,Y,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,34,2,1,1,1,0,Private service staff,3,0
5139951,F,Y,Y,0,121500,State servant,Secondary / secondary special,Married,House / apartment,54,8,1,1,0,0,,2,0
5125159,M,N,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,32,4,1,0,0,0,Laborers,3,0
5028798,F,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,34,2,1,0,0,0,Cooking staff,4,0
5135736,M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,32,11,1,0,0,0,Laborers,4,0
5091156,F,Y,Y,0,256500,Commercial associate,Secondary / secondary special,Married,House / apartment,37,2,1,0,0,1,Core staff,2,0
5045390,M,Y,Y,0,261000,Working,Incomplete higher,Married,House / apartment,43,4,1,0,1,0,Managers,2,0
5053083,F,N,N,0,175500,Working,Secondary / secondary special,Single / not married,House / apartment,51,1,1,0,0,0,High skill tech staff,1,0
5096080,M,N,N,0,234000,Working,Secondary / secondary special,Married,House / apartment,44,12,1,1,0,0,Drivers,2,0
5061876,F,Y,Y,1,171000,Commercial associate,Incomplete higher,Married,House / apartment,30,5,1,0,0,1,,3,0
5116795,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,53,8,1,1,1,0,Managers,2,0
5068694,M,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,32,2,1,0,0,0,Laborers,1,0
5090799,M,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,58,4,1,0,0,0,Managers,2,0
5132824,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,30,2,1,0,0,0,Managers,3,0
5142983,M,N,N,0,261000,Commercial associate,Secondary / secondary special,Married,House / apartment,30,7,1,1,1,0,Sales staff,2,0
5021336,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,48,10,1,0,0,0,Cooking staff,2,0
5053600,F,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,37,1,1,0,0,0,,2,0
5053362,F,N,Y,0,238500,Working,Higher education,Married,House / apartment,56,8,1,1,1,0,Sales staff,2,0
5088279,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,54,19,1,1,1,0,Sales staff,2,0
5021878,M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,37,7,1,0,0,0,Laborers,4,0
5090146,F,N,N,1,162000,State servant,Higher education,Civil marriage,House / apartment,28,2,1,1,0,0,Secretaries,3,0
5142852,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,38,5,1,0,1,0,,2,0
5125970,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,40,3,1,0,0,0,Laborers,2,0
5105395,F,N,Y,0,135000,Working,Incomplete higher,Single / not married,House / apartment,29,1,1,0,0,0,Secretaries,1,0
5146492,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,25,1,1,0,0,0,,2,0
5047918,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,35,0,1,0,1,0,Laborers,4,0
5023751,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,31,4,1,0,0,0,Drivers,2,0
5125860,M,Y,N,0,382500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,41,4,1,0,1,0,Managers,2,0
5142156,M,Y,Y,0,450000,Working,Secondary / secondary special,Single / not married,House / apartment,43,9,1,0,0,0,High skill tech staff,1,0
5125553,F,N,N,0,94500,Working,Secondary / secondary special,Single / not married,House / apartment,42,1,1,1,0,0,Laborers,1,0
5045908,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,46,5,1,0,0,0,Drivers,2,0
5069022,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,55,10,1,0,0,0,Laborers,2,0
5037286,F,N,N,1,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33,8,1,0,0,0,,3,0
5025148,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,41,2,1,0,0,0,Managers,3,0
5068167,F,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,35,4,1,0,0,1,,1,0
5091479,M,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,27,3,1,0,0,0,,4,0
5038660,M,N,Y,1,225000,Working,Higher education,Married,House / apartment,28,2,1,0,1,0,Sales staff,3,0
5149045,F,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,41,13,1,0,0,0,Laborers,4,0
5118570,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,51,5,1,0,0,0,Laborers,1,0
5117272,M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,54,16,1,0,0,0,Laborers,4,0
5021891,F,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,46,3,1,0,0,0,Managers,2,0
5116945,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,24,2,1,0,0,0,Security staff,1,0
5115940,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Rented apartment,43,24,1,0,0,0,Sales staff,2,0
5024287,F,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,30,5,1,0,0,1,Managers,2,0
5096173,M,N,N,0,225000,State servant,Higher education,Single / not married,With parents,23,1,1,0,0,0,Core staff,1,0
5142493,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,43,18,1,1,1,0,Core staff,2,0
5149270,M,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,60,4,1,0,1,0,Realty agents,2,0
5114415,M,Y,N,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,31,1,1,1,0,0,Low-skill Laborers,3,0
5113478,F,N,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,38,2,1,0,0,0,Core staff,2,0
5025242,F,N,Y,0,112500,Working,Higher education,Single / not married,House / apartment,49,3,1,0,1,0,,1,0
5117045,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,48,15,1,0,0,0,High skill tech staff,1,0
5065351,M,N,Y,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,40,5,1,0,0,0,Managers,1,0
5066451,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,55,3,1,0,0,0,Cleaning staff,1,0
5029270,M,Y,Y,2,225000,Working,Higher education,Married,House / apartment,36,2,1,0,0,0,Drivers,4,0
5142321,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,27,5,1,0,0,0,Drivers,2,0
5116398,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,48,10,1,0,0,0,Medicine staff,1,0
5074711,F,N,Y,0,157500,Working,Higher education,Single / not married,House / apartment,60,29,1,0,0,0,Laborers,1,0
5029010,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,37,1,1,0,0,0,Laborers,2,0
5041932,M,N,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,28,1,1,0,1,0,Laborers,2,0
5047669,F,N,N,1,180000,State servant,Higher education,Married,House / apartment,38,6,1,1,1,1,Core staff,3,0
5117443,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,54,6,1,1,1,0,Drivers,2,0
5068349,M,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,49,1,1,1,1,0,Managers,3,0
5068500,M,N,N,1,315000,Commercial associate,Higher education,Married,House / apartment,50,0,1,0,1,0,,3,0
5035520,M,Y,N,2,180000,State servant,Secondary / secondary special,Married,House / apartment,33,12,1,0,0,0,Core staff,4,0
5053903,F,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,39,0,1,0,0,0,,1,0
5125174,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,41,1,1,0,0,0,Laborers,2,0
5100186,F,Y,Y,1,540000,Working,Higher education,Separated,House / apartment,48,12,1,0,0,0,Core staff,2,0
5125697,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,27,4,1,0,0,0,Laborers,3,0
5050876,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,35,6,1,1,1,0,Accountants,2,0
5096818,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,30,8,1,0,0,0,Drivers,2,0
5069191,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,0,1,0,0,0,Laborers,2,0
5062704,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,39,10,1,0,0,0,Core staff,3,0
5028879,M,N,N,3,126000,Working,Secondary / secondary special,Civil marriage,With parents,33,3,1,0,0,1,,5,0
5029666,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,50,5,1,0,0,0,Laborers,2,0
